session_id,user_id,video_id,video_duration_s,event_type,video_time_s,event_time,device,playback_rate
s_v_002_0091,u_0354,v_002,180,pause,22.9,2026-06-23T12:18:08Z,tablet,1.0
s_v_002_0091,u_0354,v_002,180,resume,22.9,2026-06-23T12:18:10Z,tablet,1.0
s_v_007_0044,u_0383,v_007,300,pause,22.9,2026-06-21T23:40:47Z,desktop,1.25
s_v_007_0044,u_0383,v_007,300,resume,22.9,2026-06-21T23:40:52Z,desktop,1.25
s_v_006_0106,u_0478,v_006,180,pause,23.0,2026-06-20T14:39:46Z,mobile,1.0
s_v_006_0106,u_0478,v_006,180,resume,23.0,2026-06-20T14:39:53Z,mobile,1.0
s_v_008_0034,u_0494,v_008,180,pause,23.0,2026-06-28T00:15:30Z,desktop,1.25
s_v_008_0034,u_0494,v_008,180,resume,23.0,2026-06-28T00:15:32Z,desktop,1.25
s_v_010_0062,u_0141,v_010,180,pause,23.0,2026-07-03T09:51:03Z,mobile,1.0
s_v_010_0062,u_0141,v_010,180,resume,23.0,2026-07-03T09:51:10Z,mobile,1.0
s_v_010_0136,u_0570,v_010,180,pause,23.0,2026-06-27T23:21:21Z,desktop,1.0
s_v_010_0136,u_0570,v_010,180,resume,23.0,2026-06-27T23:21:24Z,desktop,1.0
s_v_002_0052,u_0609,v_002,180,seek,23.2,2026-07-11T23:02:51Z,mobile,1.5
s_v_007_0059,u_0172,v_007,300,pause,23.2,2026-06-26T16:29:53Z,desktop,1.25
s_v_007_0059,u_0172,v_007,300,resume,23.2,2026-06-26T16:30:00Z,desktop,1.25
s_v_008_0112,u_0740,v_008,180,seek,23.2,2026-06-28T04:28:49Z,mobile,1.0
s_v_002_0081,u_0014,v_002,180,pause,23.3,2026-07-10T04:47:43Z,mobile,1.25
s_v_002_0081,u_0014,v_002,180,resume,23.3,2026-07-10T04:47:46Z,mobile,1.25
s_v_010_0097,u_0046,v_010,180,pause,23.4,2026-06-29T23:49:16Z,mobile,1.0
s_v_010_0097,u_0046,v_010,180,resume,23.4,2026-06-29T23:49:19Z,mobile,1.0
s_v_001_0142,u_0806,v_001,240,pause,23.7,2026-07-05T21:41:21Z,desktop,1.5
s_v_001_0142,u_0806,v_001,240,resume,23.7,2026-07-05T21:41:28Z,desktop,1.5
s_v_001_0148,u_0035,v_001,240,pause,23.7,2026-07-04T03:41:46Z,desktop,1.25
s_v_001_0148,u_0035,v_001,240,resume,23.7,2026-07-04T03:41:53Z,desktop,1.25
s_v_007_0127,u_0442,v_007,300,seek,23.7,2026-07-10T16:46:49Z,desktop,1.0
s_v_004_0012,u_0817,v_004,240,seek,23.9,2026-07-01T05:59:25Z,mobile,1.0
s_v_001_0019,u_0278,v_001,240,pause,24.0,2026-06-21T04:44:46Z,mobile,1.0
s_v_001_0019,u_0278,v_001,240,resume,24.0,2026-06-21T04:44:53Z,mobile,1.0
s_v_001_0070,u_0465,v_001,240,pause,24.0,2026-06-23T10:52:53Z,desktop,1.5
s_v_001_0070,u_0465,v_001,240,resume,24.0,2026-06-23T10:53:03Z,desktop,1.5
s_v_001_0073,u_0673,v_001,240,abandon,24.0,2026-07-07T13:33:16Z,desktop,1.0
s_v_001_0135,u_0018,v_001,240,pause,24.0,2026-07-12T13:36:49Z,desktop,1.25
s_v_001_0135,u_0018,v_001,240,resume,24.0,2026-07-12T13:37:02Z,desktop,1.25
s_v_001_0136,u_0779,v_001,240,pause,24.0,2026-07-03T15:22:30Z,desktop,1.25
s_v_001_0136,u_0779,v_001,240,resume,24.0,2026-07-03T15:22:43Z,desktop,1.25
s_v_001_0170,u_0201,v_001,240,pause,24.0,2026-06-27T11:31:24Z,desktop,1.0
s_v_001_0170,u_0201,v_001,240,resume,24.0,2026-06-27T11:31:45Z,desktop,1.0
s_v_002_0006,u_0161,v_002,180,abandon,24.0,2026-06-20T23:24:39Z,mobile,1.0
s_v_002_0022,u_0802,v_002,180,pause,24.0,2026-06-20T19:32:56Z,tablet,1.0
s_v_002_0022,u_0802,v_002,180,resume,24.0,2026-06-20T19:33:09Z,tablet,1.0
s_v_002_0025,u_0725,v_002,180,pause,24.0,2026-06-26T08:54:11Z,desktop,1.0
s_v_002_0025,u_0725,v_002,180,resume,24.0,2026-06-26T08:54:27Z,desktop,1.0
s_v_002_0046,u_0105,v_002,180,pause,24.0,2026-07-01T02:59:46Z,desktop,1.5
s_v_002_0046,u_0105,v_002,180,resume,24.0,2026-07-01T03:00:00Z,desktop,1.5
s_v_002_0057,u_0501,v_002,180,pause,24.0,2026-07-13T07:44:30Z,desktop,1.0
s_v_002_0057,u_0501,v_002,180,resume,24.0,2026-07-13T07:44:37Z,desktop,1.0
s_v_004_0013,u_0793,v_004,240,pause,24.0,2026-07-02T06:12:10Z,desktop,1.0
s_v_004_0013,u_0793,v_004,240,resume,24.0,2026-07-02T06:12:16Z,desktop,1.0
s_v_004_0023,u_0304,v_004,240,pause,24.0,2026-07-01T15:55:09Z,tablet,1.0
s_v_004_0023,u_0304,v_004,240,resume,24.0,2026-07-01T15:55:16Z,tablet,1.0
s_v_004_0039,u_0573,v_004,240,pause,24.0,2026-07-01T17:17:14Z,desktop,1.5
s_v_004_0039,u_0573,v_004,240,resume,24.0,2026-07-01T17:17:24Z,desktop,1.5
s_v_004_0048,u_0146,v_004,240,pause,24.0,2026-07-07T06:24:30Z,desktop,1.0
s_v_004_0048,u_0146,v_004,240,resume,24.0,2026-07-07T06:24:36Z,desktop,1.0
s_v_004_0103,u_0817,v_004,240,pause,24.0,2026-07-11T12:40:18Z,mobile,1.5
s_v_004_0103,u_0817,v_004,240,resume,24.0,2026-07-11T12:40:32Z,mobile,1.5
s_v_004_0107,u_0440,v_004,240,pause,24.0,2026-06-21T11:39:27Z,mobile,1.0
s_v_004_0107,u_0440,v_004,240,resume,24.0,2026-06-21T11:39:49Z,mobile,1.0
s_v_005_0023,u_0185,v_005,240,pause,24.0,2026-06-27T02:00:47Z,mobile,1.25
s_v_005_0023,u_0185,v_005,240,resume,24.0,2026-06-27T02:00:54Z,mobile,1.25
s_v_005_0062,u_0614,v_005,240,abandon,24.0,2026-06-29T15:36:24Z,mobile,1.0
s_v_006_0069,u_0040,v_006,180,abandon,24.0,2026-06-23T05:00:49Z,mobile,1.25
s_v_006_0123,u_0841,v_006,180,pause,24.0,2026-06-25T15:26:01Z,desktop,1.0
s_v_006_0123,u_0841,v_006,180,resume,24.0,2026-06-25T15:26:23Z,desktop,1.0
s_v_006_0126,u_0571,v_006,180,pause,24.0,2026-06-22T06:19:16Z,desktop,1.25
s_v_006_0126,u_0571,v_006,180,resume,24.0,2026-06-22T06:19:23Z,desktop,1.25
s_v_006_0161,u_0069,v_006,180,pause,24.0,2026-07-09T14:21:17Z,mobile,1.5
s_v_006_0161,u_0069,v_006,180,resume,24.0,2026-07-09T14:21:31Z,mobile,1.5
s_v_006_0174,u_0008,v_006,180,pause,24.0,2026-07-06T09:54:34Z,mobile,1.0
s_v_006_0174,u_0008,v_006,180,resume,24.0,2026-07-06T09:54:57Z,mobile,1.0
s_v_006_0219,u_0276,v_006,180,pause,24.0,2026-07-02T20:32:44Z,desktop,1.5
s_v_006_0219,u_0276,v_006,180,resume,24.0,2026-07-02T20:32:57Z,desktop,1.5
s_v_008_0028,u_0774,v_008,180,abandon,24.0,2026-07-10T15:55:06Z,desktop,1.0
s_v_008_0029,u_0764,v_008,180,pause,24.0,2026-07-04T15:10:14Z,mobile,1.0
s_v_008_0029,u_0764,v_008,180,resume,24.0,2026-07-04T15:10:23Z,mobile,1.0
s_v_008_0033,u_0029,v_008,180,abandon,24.0,2026-07-02T12:37:24Z,desktop,1.25
s_v_008_0125,u_0337,v_008,180,pause,24.0,2026-06-29T22:02:27Z,desktop,1.0
s_v_008_0125,u_0337,v_008,180,resume,24.0,2026-06-29T22:02:32Z,desktop,1.0
s_v_010_0021,u_0768,v_010,180,pause,24.0,2026-07-13T00:17:54Z,desktop,1.0
s_v_010_0021,u_0768,v_010,180,resume,24.0,2026-07-13T00:18:03Z,desktop,1.0
s_v_010_0063,u_0577,v_010,180,pause,24.0,2026-06-27T19:28:52Z,desktop,1.25
s_v_010_0063,u_0577,v_010,180,resume,24.0,2026-06-27T19:29:06Z,desktop,1.25
s_v_010_0081,u_0068,v_010,180,pause,24.0,2026-06-26T20:32:07Z,mobile,1.25
s_v_010_0081,u_0068,v_010,180,resume,24.0,2026-06-26T20:32:23Z,mobile,1.25
s_v_010_0111,u_0896,v_010,180,pause,24.0,2026-07-03T13:47:46Z,desktop,1.25
s_v_010_0111,u_0896,v_010,180,resume,24.0,2026-07-03T13:47:55Z,desktop,1.25
s_v_001_0187,u_0631,v_001,240,pause,24.1,2026-06-23T20:00:05Z,desktop,1.0
s_v_001_0187,u_0631,v_001,240,resume,24.1,2026-06-23T20:00:11Z,desktop,1.0
s_v_002_0088,u_0249,v_002,180,pause,24.1,2026-07-10T17:10:52Z,desktop,1.0
s_v_002_0088,u_0249,v_002,180,resume,24.1,2026-07-10T17:10:56Z,desktop,1.0
s_v_002_0112,u_0016,v_002,180,pause,24.1,2026-06-27T01:34:32Z,mobile,1.0
s_v_002_0112,u_0016,v_002,180,resume,24.1,2026-06-27T01:34:36Z,mobile,1.0
s_v_004_0026,u_0311,v_004,240,pause,24.1,2026-06-24T09:37:12Z,desktop,1.5
s_v_004_0026,u_0311,v_004,240,resume,24.1,2026-06-24T09:37:16Z,desktop,1.5
s_v_006_0022,u_0394,v_006,180,pause,24.1,2026-07-11T23:22:35Z,desktop,1.0
s_v_006_0022,u_0394,v_006,180,resume,24.1,2026-07-11T23:22:38Z,desktop,1.0
s_v_002_0134,u_0078,v_002,180,pause,24.2,2026-06-22T08:29:04Z,mobile,1.0
s_v_002_0134,u_0078,v_002,180,resume,24.2,2026-06-22T08:29:09Z,mobile,1.0
s_v_006_0095,u_0406,v_006,180,pause,24.2,2026-07-02T07:00:41Z,tablet,1.0
s_v_006_0095,u_0406,v_006,180,resume,24.2,2026-07-02T07:00:44Z,tablet,1.0
s_v_006_0191,u_0508,v_006,180,pause,24.3,2026-06-26T21:47:25Z,mobile,1.25
s_v_006_0191,u_0508,v_006,180,resume,24.3,2026-06-26T21:47:29Z,mobile,1.25
s_v_005_0028,u_0637,v_005,240,pause,24.4,2026-07-04T21:21:30Z,desktop,1.0
s_v_005_0028,u_0637,v_005,240,resume,24.4,2026-07-04T21:21:36Z,desktop,1.0
s_v_006_0120,u_0868,v_006,180,pause,24.4,2026-07-08T02:45:05Z,mobile,1.5
s_v_006_0120,u_0868,v_006,180,resume,24.4,2026-07-08T02:45:07Z,mobile,1.5
s_v_008_0031,u_0309,v_008,180,pause,24.4,2026-07-06T09:51:41Z,desktop,1.5
s_v_008_0031,u_0309,v_008,180,resume,24.4,2026-07-06T09:51:48Z,desktop,1.5
s_v_002_0037,u_0751,v_002,180,pause,24.5,2026-07-06T15:00:39Z,mobile,1.25
s_v_002_0037,u_0751,v_002,180,resume,24.5,2026-07-06T15:00:45Z,mobile,1.25
s_v_007_0086,u_0121,v_007,300,pause,24.5,2026-07-05T19:48:27Z,mobile,1.0
s_v_007_0086,u_0121,v_007,300,resume,24.5,2026-07-05T19:48:33Z,mobile,1.0
s_v_007_0090,u_0387,v_007,300,pause,24.5,2026-07-04T17:21:01Z,desktop,1.0
s_v_007_0090,u_0387,v_007,300,resume,24.5,2026-07-04T17:21:03Z,desktop,1.0
s_v_004_0067,u_0428,v_004,240,pause,24.6,2026-06-23T06:16:10Z,mobile,1.25
s_v_004_0067,u_0428,v_004,240,resume,24.6,2026-06-23T06:16:15Z,mobile,1.25
s_v_006_0007,u_0371,v_006,180,seek,24.6,2026-07-06T11:31:54Z,desktop,1.5
s_v_010_0026,u_0779,v_010,180,pause,24.6,2026-06-23T19:54:54Z,mobile,1.0
s_v_010_0026,u_0779,v_010,180,resume,24.6,2026-06-23T19:54:57Z,mobile,1.0
s_v_007_0077,u_0888,v_007,300,pause,24.9,2026-07-08T09:02:08Z,desktop,1.0
s_v_007_0077,u_0888,v_007,300,resume,24.9,2026-07-08T09:02:10Z,desktop,1.0
s_v_008_0119,u_0310,v_008,180,pause,24.9,2026-06-21T07:27:23Z,desktop,1.5
s_v_008_0119,u_0310,v_008,180,resume,24.9,2026-06-21T07:27:30Z,desktop,1.5
s_v_006_0096,u_0484,v_006,180,pause,25.0,2026-06-24T11:02:37Z,mobile,1.25
s_v_006_0096,u_0484,v_006,180,resume,25.0,2026-06-24T11:02:39Z,mobile,1.25
s_v_010_0087,u_0560,v_010,180,pause,25.0,2026-07-10T07:35:19Z,desktop,1.0
s_v_010_0087,u_0560,v_010,180,resume,25.0,2026-07-10T07:35:23Z,desktop,1.0
s_v_008_0002,u_0527,v_008,180,pause,25.1,2026-06-20T08:09:01Z,desktop,1.5
s_v_008_0002,u_0527,v_008,180,resume,25.1,2026-06-20T08:09:04Z,desktop,1.5
s_v_006_0039,u_0857,v_006,180,pause,25.2,2026-06-22T20:59:11Z,tablet,1.0
s_v_006_0039,u_0857,v_006,180,resume,25.2,2026-06-22T20:59:17Z,tablet,1.0
s_v_007_0141,u_0093,v_007,300,pause,25.2,2026-06-21T03:31:16Z,desktop,1.0
s_v_007_0141,u_0093,v_007,300,resume,25.2,2026-06-21T03:31:19Z,desktop,1.0
s_v_010_0169,u_0722,v_010,180,seek,25.2,2026-07-05T01:51:43Z,desktop,1.0
s_v_006_0031,u_0883,v_006,180,pause,25.4,2026-07-11T12:18:30Z,mobile,1.0
s_v_006_0031,u_0883,v_006,180,resume,25.4,2026-07-11T12:18:34Z,mobile,1.0
s_v_008_0004,u_0253,v_008,180,pause,25.4,2026-07-09T02:54:20Z,tablet,1.0
s_v_008_0004,u_0253,v_008,180,resume,25.4,2026-07-09T02:54:26Z,tablet,1.0
s_v_006_0075,u_0445,v_006,180,pause,25.6,2026-06-23T21:57:09Z,mobile,1.25
s_v_006_0075,u_0445,v_006,180,resume,25.6,2026-06-23T21:57:13Z,mobile,1.25
s_v_006_0158,u_0834,v_006,180,pause,25.6,2026-07-06T22:00:23Z,desktop,1.0
s_v_006_0158,u_0834,v_006,180,resume,25.6,2026-07-06T22:00:34Z,desktop,1.0
s_v_003_0096,u_0078,v_003,600,pause,25.7,2026-07-04T02:02:56Z,desktop,1.0
s_v_003_0096,u_0078,v_003,600,resume,25.7,2026-07-04T02:03:00Z,desktop,1.0
s_v_010_0110,u_0030,v_010,180,pause,25.7,2026-06-26T11:31:51Z,desktop,1.0
s_v_010_0110,u_0030,v_010,180,resume,25.7,2026-06-26T11:31:54Z,desktop,1.0
s_v_001_0008,u_0135,v_001,240,pause,25.8,2026-06-21T05:33:31Z,mobile,1.25
s_v_001_0008,u_0135,v_001,240,resume,25.8,2026-06-21T05:33:33Z,mobile,1.25
s_v_001_0015,u_0290,v_001,240,seek,25.9,2026-06-21T14:59:26Z,mobile,1.0
s_v_001_0055,u_0510,v_001,240,pause,25.9,2026-07-13T11:15:29Z,mobile,1.0
s_v_001_0055,u_0510,v_001,240,resume,25.9,2026-07-13T11:15:36Z,mobile,1.0
s_v_002_0143,u_0836,v_002,180,abandon,25.9,2026-07-07T03:55:06Z,desktop,1.0
s_v_005_0052,u_0567,v_005,240,pause,25.9,2026-07-06T01:16:48Z,desktop,1.0
s_v_005_0052,u_0567,v_005,240,resume,25.9,2026-07-06T01:16:53Z,desktop,1.0
s_v_006_0040,u_0821,v_006,180,seek,25.9,2026-07-03T14:21:41Z,mobile,1.5
s_v_008_0054,u_0616,v_008,180,pause,25.9,2026-07-03T13:36:00Z,desktop,1.25
s_v_008_0054,u_0616,v_008,180,resume,25.9,2026-07-03T13:36:07Z,desktop,1.25
s_v_006_0066,u_0896,v_006,180,pause,26.0,2026-06-24T09:43:25Z,mobile,1.5
s_v_006_0066,u_0896,v_006,180,resume,26.0,2026-06-24T09:43:30Z,mobile,1.5
s_v_007_0097,u_0462,v_007,300,pause,26.0,2026-06-25T18:31:57Z,desktop,1.0
s_v_007_0097,u_0462,v_007,300,resume,26.0,2026-06-25T18:32:03Z,desktop,1.0
s_v_010_0115,u_0092,v_010,180,pause,26.1,2026-06-27T01:19:59Z,desktop,1.0
s_v_010_0115,u_0092,v_010,180,resume,26.1,2026-06-27T01:20:03Z,desktop,1.0
s_v_010_0025,u_0058,v_010,180,pause,26.2,2026-06-26T10:48:16Z,desktop,1.0
s_v_010_0025,u_0058,v_010,180,resume,26.2,2026-06-26T10:48:21Z,desktop,1.0
s_v_006_0099,u_0003,v_006,180,abandon,26.3,2026-07-05T16:21:07Z,desktop,1.5
s_v_006_0149,u_0287,v_006,180,pause,26.3,2026-06-23T23:18:29Z,desktop,1.5
s_v_006_0149,u_0287,v_006,180,resume,26.3,2026-06-23T23:18:52Z,desktop,1.5
s_v_001_0046,u_0155,v_001,240,pause,26.4,2026-07-04T12:25:26Z,desktop,1.0
s_v_001_0046,u_0155,v_001,240,resume,26.4,2026-07-04T12:25:32Z,desktop,1.0
s_v_006_0004,u_0698,v_006,180,pause,26.5,2026-06-28T03:42:02Z,mobile,1.0
s_v_006_0004,u_0698,v_006,180,resume,26.5,2026-06-28T03:42:09Z,mobile,1.0
s_v_006_0153,u_0132,v_006,180,seek,26.5,2026-07-09T16:46:17Z,desktop,1.0
s_v_010_0093,u_0247,v_010,180,seek,26.5,2026-06-20T13:15:39Z,mobile,1.5
s_v_010_0122,u_0071,v_010,180,pause,26.5,2026-06-23T06:47:43Z,desktop,1.0
s_v_010_0122,u_0071,v_010,180,resume,26.5,2026-06-23T06:47:45Z,desktop,1.0
s_v_004_0052,u_0801,v_004,240,pause,26.7,2026-07-12T09:41:43Z,desktop,1.0
s_v_004_0052,u_0801,v_004,240,resume,26.7,2026-07-12T09:41:46Z,desktop,1.0
s_v_006_0210,u_0199,v_006,180,pause,26.7,2026-07-04T22:16:37Z,desktop,1.0
s_v_006_0210,u_0199,v_006,180,resume,26.7,2026-07-04T22:16:42Z,desktop,1.0
s_v_010_0075,u_0614,v_010,180,pause,26.7,2026-07-03T14:18:02Z,desktop,1.25
s_v_010_0075,u_0614,v_010,180,resume,26.7,2026-07-03T14:18:05Z,desktop,1.25
s_v_001_0139,u_0271,v_001,240,pause,26.8,2026-06-26T19:11:23Z,mobile,1.0
s_v_001_0139,u_0271,v_001,240,resume,26.8,2026-06-26T19:11:27Z,mobile,1.0
s_v_002_0049,u_0797,v_002,180,pause,26.8,2026-07-01T17:02:42Z,desktop,1.0
s_v_002_0049,u_0797,v_002,180,resume,26.8,2026-07-01T17:02:47Z,desktop,1.0
s_v_005_0077,u_0704,v_005,240,pause,26.8,2026-06-28T22:43:46Z,mobile,1.0
s_v_005_0077,u_0704,v_005,240,resume,26.8,2026-06-28T22:43:52Z,mobile,1.0
s_v_005_0078,u_0639,v_005,240,pause,26.8,2026-06-23T00:27:38Z,mobile,1.0
s_v_005_0078,u_0639,v_005,240,resume,26.8,2026-06-23T00:27:42Z,mobile,1.0
s_v_006_0227,u_0055,v_006,180,pause,26.8,2026-07-02T19:03:37Z,mobile,1.0
s_v_006_0227,u_0055,v_006,180,resume,26.8,2026-07-02T19:03:43Z,mobile,1.0
s_v_002_0128,u_0579,v_002,180,pause,26.9,2026-07-08T22:02:11Z,mobile,1.0
s_v_002_0128,u_0579,v_002,180,resume,26.9,2026-07-08T22:02:16Z,mobile,1.0
s_v_003_0092,u_0778,v_003,600,seek,26.9,2026-06-29T17:12:18Z,desktop,1.5
s_v_006_0065,u_0878,v_006,180,abandon,26.9,2026-06-26T06:19:26Z,desktop,1.25
s_v_007_0075,u_0292,v_007,300,seek,27.1,2026-07-05T11:51:02Z,mobile,1.0
s_v_003_0041,u_0491,v_003,600,seek,27.2,2026-07-05T03:07:14Z,tablet,1.0
s_v_004_0058,u_0265,v_004,240,pause,27.2,2026-06-23T02:40:50Z,mobile,1.0
s_v_004_0058,u_0265,v_004,240,resume,27.2,2026-06-23T02:41:10Z,mobile,1.0
s_v_002_0007,u_0130,v_002,180,seek,27.3,2026-06-25T13:30:43Z,mobile,1.0
s_v_004_0108,u_0781,v_004,240,pause,27.5,2026-06-28T15:31:12Z,desktop,1.0
s_v_004_0108,u_0781,v_004,240,resume,27.5,2026-06-28T15:31:19Z,desktop,1.0
s_v_004_0047,u_0498,v_004,240,pause,27.6,2026-06-24T03:56:37Z,desktop,1.25
s_v_004_0047,u_0498,v_004,240,resume,27.6,2026-06-24T03:56:40Z,desktop,1.25
s_v_005_0047,u_0501,v_005,240,pause,27.6,2026-06-24T17:22:48Z,desktop,1.25
s_v_005_0047,u_0501,v_005,240,resume,27.6,2026-06-24T17:23:03Z,desktop,1.25
s_v_007_0094,u_0709,v_007,300,pause,27.6,2026-07-05T02:23:54Z,desktop,1.5
s_v_007_0094,u_0709,v_007,300,resume,27.6,2026-07-05T02:23:59Z,desktop,1.5
s_v_005_0105,u_0428,v_005,240,pause,27.7,2026-07-02T17:01:41Z,mobile,1.5
s_v_005_0105,u_0428,v_005,240,resume,27.7,2026-07-02T17:01:48Z,mobile,1.5
s_v_008_0081,u_0300,v_008,180,pause,27.7,2026-06-27T01:40:52Z,desktop,1.0
s_v_008_0081,u_0300,v_008,180,resume,27.7,2026-06-27T01:40:56Z,desktop,1.0
s_v_001_0145,u_0456,v_001,240,pause,27.9,2026-07-07T00:03:13Z,mobile,1.0
s_v_001_0145,u_0456,v_001,240,resume,27.9,2026-07-07T00:03:17Z,mobile,1.0
s_v_004_0128,u_0172,v_004,240,pause,27.9,2026-06-30T06:27:46Z,mobile,1.25
s_v_004_0128,u_0172,v_004,240,resume,27.9,2026-06-30T06:27:52Z,mobile,1.25
s_v_007_0115,u_0628,v_007,300,seek,27.9,2026-07-01T03:36:57Z,desktop,1.0
s_v_002_0094,u_0713,v_002,180,pause,28.0,2026-06-22T09:34:01Z,tablet,1.25
s_v_002_0094,u_0713,v_002,180,resume,28.0,2026-06-22T09:34:09Z,tablet,1.25
s_v_002_0109,u_0135,v_002,180,pause,28.0,2026-06-26T16:47:35Z,mobile,1.25
s_v_002_0109,u_0135,v_002,180,resume,28.0,2026-06-26T16:47:48Z,mobile,1.25
s_v_002_0111,u_0132,v_002,180,pause,28.0,2026-06-28T06:27:43Z,mobile,1.0
s_v_002_0111,u_0132,v_002,180,resume,28.0,2026-06-28T06:27:54Z,mobile,1.0
s_v_002_0159,u_0325,v_002,180,pause,28.0,2026-06-21T14:31:23Z,desktop,1.25
s_v_002_0159,u_0325,v_002,180,resume,28.0,2026-06-21T14:31:33Z,desktop,1.25
s_v_005_0013,u_0291,v_005,240,seek,28.0,2026-06-22T16:25:04Z,tablet,1.0
s_v_006_0008,u_0086,v_006,180,pause,28.0,2026-07-07T13:25:02Z,mobile,1.5
s_v_006_0008,u_0086,v_006,180,resume,28.0,2026-07-07T13:25:18Z,mobile,1.5
s_v_006_0011,u_0289,v_006,180,pause,28.0,2026-06-24T21:08:21Z,desktop,1.0
s_v_006_0011,u_0289,v_006,180,resume,28.0,2026-06-24T21:08:37Z,desktop,1.0
s_v_006_0012,u_0797,v_006,180,pause,28.0,2026-06-21T07:02:11Z,desktop,1.0
s_v_006_0012,u_0797,v_006,180,resume,28.0,2026-06-21T07:02:23Z,desktop,1.0
s_v_006_0175,u_0093,v_006,180,pause,28.0,2026-07-10T09:09:38Z,tablet,1.25
s_v_006_0175,u_0093,v_006,180,resume,28.0,2026-07-10T09:09:55Z,tablet,1.25
s_v_006_0209,u_0375,v_006,180,pause,28.0,2026-07-04T16:47:29Z,desktop,1.25
s_v_006_0209,u_0375,v_006,180,resume,28.0,2026-07-04T16:47:44Z,desktop,1.25
s_v_007_0035,u_0058,v_007,300,abandon,28.0,2026-07-03T02:07:49Z,tablet,1.0
s_v_008_0006,u_0872,v_008,180,pause,28.0,2026-07-08T06:35:34Z,tablet,1.0
s_v_008_0006,u_0872,v_008,180,resume,28.0,2026-07-08T06:35:50Z,tablet,1.0
s_v_008_0058,u_0377,v_008,180,pause,28.0,2026-07-08T23:27:55Z,mobile,1.0
s_v_008_0058,u_0377,v_008,180,resume,28.0,2026-07-08T23:28:06Z,mobile,1.0
s_v_008_0072,u_0842,v_008,180,pause,28.0,2026-07-11T02:56:10Z,mobile,1.5
s_v_008_0072,u_0842,v_008,180,resume,28.0,2026-07-11T02:56:19Z,mobile,1.5
s_v_008_0104,u_0362,v_008,180,pause,28.0,2026-07-05T14:45:45Z,tablet,1.0
s_v_008_0104,u_0362,v_008,180,resume,28.0,2026-07-05T14:46:01Z,tablet,1.0
s_v_008_0111,u_0832,v_008,180,pause,28.0,2026-07-04T23:59:18Z,mobile,1.5
s_v_008_0111,u_0832,v_008,180,resume,28.0,2026-07-04T23:59:33Z,mobile,1.5
s_v_010_0125,u_0754,v_010,180,pause,28.0,2026-06-21T21:27:19Z,desktop,1.0
s_v_010_0125,u_0754,v_010,180,resume,28.0,2026-06-21T21:27:42Z,desktop,1.0
s_v_010_0181,u_0162,v_010,180,pause,28.0,2026-06-27T10:28:32Z,mobile,1.0
s_v_010_0181,u_0162,v_010,180,resume,28.0,2026-06-27T10:28:42Z,mobile,1.0
s_v_010_0184,u_0069,v_010,180,pause,28.0,2026-07-12T16:47:48Z,desktop,1.0
s_v_010_0184,u_0069,v_010,180,resume,28.0,2026-07-12T16:48:00Z,desktop,1.0
s_v_001_0140,u_0130,v_001,240,pause,28.3,2026-07-02T09:29:29Z,mobile,1.0
s_v_001_0140,u_0130,v_001,240,resume,28.3,2026-07-02T09:29:31Z,mobile,1.0
s_v_003_0056,u_0787,v_003,600,pause,28.3,2026-07-05T02:23:28Z,desktop,1.0
s_v_003_0056,u_0787,v_003,600,resume,28.3,2026-07-05T02:23:35Z,desktop,1.0
s_v_005_0055,u_0602,v_005,240,pause,28.3,2026-07-02T04:20:24Z,desktop,1.0
s_v_005_0055,u_0602,v_005,240,resume,28.3,2026-07-02T04:20:27Z,desktop,1.0
s_v_008_0073,u_0402,v_008,180,seek,28.3,2026-07-04T00:43:44Z,desktop,1.0
s_v_002_0037,u_0751,v_002,180,pause,28.5,2026-07-06T15:00:48Z,mobile,1.25
s_v_002_0037,u_0751,v_002,180,resume,28.5,2026-07-06T15:00:54Z,mobile,1.25
s_v_003_0088,u_0063,v_003,600,pause,28.7,2026-06-22T15:56:43Z,desktop,1.25
s_v_003_0088,u_0063,v_003,600,resume,28.7,2026-06-22T15:56:47Z,desktop,1.25
s_v_006_0147,u_0236,v_006,180,abandon,28.8,2026-06-26T15:25:12Z,desktop,1.25
s_v_007_0062,u_0714,v_007,300,pause,28.8,2026-07-02T04:06:00Z,desktop,1.25
s_v_007_0062,u_0714,v_007,300,resume,28.8,2026-07-02T04:06:03Z,desktop,1.25
s_v_010_0187,u_0517,v_010,180,seek,28.8,2026-07-04T16:04:42Z,mobile,1.0
s_v_001_0151,u_0002,v_001,240,pause,28.9,2026-06-22T12:54:52Z,tablet,1.0
s_v_001_0151,u_0002,v_001,240,resume,28.9,2026-06-22T12:54:54Z,tablet,1.0
s_v_005_0104,u_0328,v_005,240,pause,29.1,2026-06-28T01:59:24Z,mobile,1.0
s_v_005_0104,u_0328,v_005,240,resume,29.1,2026-06-28T01:59:35Z,mobile,1.0
s_v_007_0055,u_0065,v_007,300,pause,29.3,2026-07-07T02:35:19Z,desktop,1.25
s_v_007_0055,u_0065,v_007,300,resume,29.3,2026-07-07T02:35:21Z,desktop,1.25
s_v_010_0185,u_0082,v_010,180,seek,29.3,2026-06-28T18:04:50Z,mobile,1.5
s_v_002_0136,u_0395,v_002,180,pause,29.4,2026-07-12T20:38:50Z,desktop,1.0
s_v_002_0136,u_0395,v_002,180,resume,29.4,2026-07-12T20:39:14Z,desktop,1.0
